0.17861994	-0.061947025	-0.054559197	-0.4362301	0.4844442	-0.4578482	-0.23043609	0.17786123	-0.3346316	-0.020329531	-0.2456259	0.32598975	-0.11268373	-0.4932279	0.06351756
0.4591149	0.07502936	0.38500103	-0.43194377	0.5124694	-0.38671902	-0.4968237	-0.30557373	0.34846374	-0.18421438	-0.5107835	0.2526232	-0.29011166	-0.3182978	0.16405424
-0.378735	-0.28635612	-0.48491704	0.3794247	-0.4392586	0.4626394	0.42103794	0.38416696	-0.40123662	0.25025293	0.4787708	-0.47782177	0.11037514	0.10690452	-0.23367946
0.45117614	0.24863395	0.2680016	-0.4862892	0.6800117	-0.7441191	-0.40069044	-0.3004108	0.2576842	-0.4292504	-0.5790501	0.32465592	-0.38941368	-0.57611734	0.20892543
0.23747465	0.2843486	0.0085854605	-0.1857615	0.1116016	-0.2045458	-0.05677385	-0.35837707	0.0022559979	-0.20326568	-0.0840071	-0.02465931	-0.17110425	-0.2249234	0.09591261
0.42067906	0.26879334	-0.23238096	-0.054871723	0.38363242	-0.29371873	-0.1186344	-0.112190135	-0.04533138	0.2673843	-0.30865878	-0.21464172	0.19214559	0.27750263	0.35592103
-0.029257294	-0.2564555	0.094917476	-0.101534694	0.30706272	-0.30102518	-0.39005485	0.13356526	-0.014465927	-0.05738629	0.01862396	0.12056258	-0.0125956135	0.006655656	-0.04549526
0.42259717	-0.05405021	0.057864256	-0.1203788	0.05794621	-0.0045151967	-0.02064008	-0.12436804	-0.15649566	0.0027639929	-0.12454814	0.090220995	-0.13496406	0.09016878	0.25164077
-0.15188201	-0.34307283	-0.17156139	0.21129182	-0.114062	0.30461928	0.18589462	0.07048175	-0.26646477	0.06572905	0.40374097	-0.060297366	0.35643247	-0.16991992	-0.15129751
0.30274895	-0.12830544	0.24641064	-0.41869056	0.41893232	-0.48836118	-0.54388624	0.003749583	0.33006766	-0.06978192	-0.26778033	0.23779847	-0.25245205	-0.16730338	0.20627448
0.3783688	0.2486125	0.14201076	-0.3137673	0.45251003	-0.42283708	-0.13819836	0.03980792	-0.18309236	-0.4403746	-0.24485427	0.06324881	0.04300374	-0.06161578	0.24695395
0.17440295	0.01586531	-0.07434358	-0.018682193	0.02615165	0.081805974	-0.042263396	-0.21067427	-0.17155436	-0.17605418	-0.09399897	0.0796508	-0.023972979	-0.2287768	0.16260765
0.39251435	-0.055631436	0.04079392	-0.040612187	0.33446798	-0.31449568	-0.035937823	-0.1542908	-0.11652039	-0.0058356975	-0.35486725	0.035518795	0.28180856	0.078549765	0.112789005
0.21358454	0.09258349	0.24243943	-0.071160756	-0.011068344	0.14738756	0.1935596	-0.048301402	-0.21106799	0.24693514	-0.16735832	-0.00022158083	-0.4597154	-0.20616314	0.11852155
0.290511	0.073544756	-0.043091472	-0.34861347	0.43079287	-0.52772224	-0.30483705	-0.17225774	-0.024790304	0.0067651607	-0.2443285	0.22638088	-0.21316017	-0.14136325	-0.032122448
0.016919319	-0.31752622	0.48969918	-0.19445437	0.16811791	-0.32103404	-0.4416704	-0.22979006	0.24764085	0.07383508	-0.14777014	0.07648809	0.22358222	-0.1830329	0.07797565
0.20220736	0.023691993	0.046383813	-0.22131278	0.3249447	-0.17794953	0.030617587	0.02295715	0.12162662	0.045354392	-0.5107128	0.11726534	-0.3138162	-0.08719444	0.3110825
0.37378737	0.11061626	0.076151356	-0.34255964	0.40415213	-0.3524409	-0.35605115	-0.2922809	0.4995972	0.03298452	-0.29673183	0.55041516	-0.41795188	-0.24609092	0.26621538
-0.018150663	0.08955818	0.3385944	-0.30689093	0.36712727	-0.5416913	-0.5323009	-0.15817894	0.01993913	-0.4073962	-0.19399266	0.50661546	0.025410421	-0.38768438	-0.02760584
